,store_name,store_id,display_extra_info,display_id,last_scanned_datetime,name,previous_post_scan_num_facings,max_slots,payoff
19740,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-19 16:24:37+00:00,"Diet Coke Can, 12 fl oz",6.0,43.0,7.778177889809148
19741,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-19 16:24:37+00:00,"Sprite Can, 16 fl oz",4.0,43.0,3.111271155923659
19742,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-19 16:24:37+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,1.5556355779618296
19743,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-19 16:24:37+00:00,"Coca-Cola Can, 16 fl oz",5.0,43.0,0.0
19744,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-19 16:24:37+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",6.0,43.0,6.7410875045012615
21273,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-18 19:57:33+00:00,"Sprite Can, 16 fl oz",3.0,43.0,0.0
21274,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-18 19:57:33+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,0.0
21275,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-18 19:57:33+00:00,"Diet Coke Can, 12 fl oz",9.0,43.0,0.0
21276,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-18 19:57:33+00:00,"Coca-Cola Can, 16 fl oz",10.0,43.0,0.0
21277,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-18 19:57:33+00:00,"Diet Coke Can, 16 fl oz",9.0,43.0,0.0
21278,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-18 19:57:33+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",6.0,43.0,0.0
21279,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-18 19:57:33+00:00,"Coca-Cola Can, 12 fl oz",2.0,43.0,0.0
21704,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-17 21:54:13+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,6.545454545454546
21705,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-17 21:54:13+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",5.0,43.0,0.0
21706,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-17 21:54:13+00:00,"Sprite Can, 16 fl oz",2.0,43.0,0.0
21708,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-17 21:54:13+00:00,"Diet Coke Can, 16 fl oz",7.0,43.0,0.0
21710,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-17 21:54:13+00:00,"Coca-Cola Can, 12 fl oz",1.0,43.0,0.0
21711,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-17 21:54:13+00:00,"Sprite Cans, 12 fl oz, 6 Pack",2.0,43.0,8.727272727272728
22225,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Coca-Cola Can, 16 fl oz",8.0,43.0,0.0
22226,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",6.0,43.0,0.0
22227,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Coca-Cola Can, 12 fl oz",2.0,43.0,2.4217961654894054
22228,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Sprite Cans, 12 fl oz, 6 Pack",1.0,43.0,1.4530776992936432
22229,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,0.9687184661957621
22230,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Diet Coke Can, 12 fl oz",10.0,43.0,2.4217961654894054
22231,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Diet Coke Can, 16 fl oz",10.0,43.0,0.0
22232,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-15 20:18:18+00:00,"Sprite Can, 16 fl oz",3.0,43.0,0.0
23849,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-14 17:06:50+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,0.0
23850,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-14 17:06:50+00:00,"Coca-Cola Can, 12 fl oz",2.0,43.0,0.0
23851,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-14 17:06:50+00:00,"Sprite Can, 16 fl oz",4.0,43.0,4.57433290978399
23852,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-14 17:06:50+00:00,"Diet Coke Can, 16 fl oz",9.0,43.0,0.0
23853,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-14 17:06:50+00:00,"Diet Coke Can, 12 fl oz",10.0,43.0,8.233799237611182
23854,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-14 17:06:50+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",6.0,43.0,1.829733163913596
24918,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-13 18:36:15+00:00,"Diet Coke Can, 12 fl oz",3.0,43.0,3.5294117647058822
24919,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-13 18:36:15+00:00,"Sprite Can, 16 fl oz",2.0,43.0,0.0
24920,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-13 18:36:15+00:00,"Coca-Cola Can, 12 fl oz",2.0,43.0,8.23529411764706
24921,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-13 18:36:15+00:00,"Sprite Cans, 12 fl oz, 6 Pack",2.0,43.0,5.882352941176471
24922,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-13 18:36:15+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,0.0
24923,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-13 18:36:15+00:00,"Coca-Cola Can, 16 fl oz",3.0,43.0,3.5294117647058822
24924,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-13 18:36:15+00:00,"Diet Coke Can, 16 fl oz",2.0,43.0,1.1764705882352942
25342,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-12 14:22:08+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,7.664104080425784
25343,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-12 14:22:08+00:00,"Sprite Cans, 12 fl oz, 6 Pack",1.0,43.0,2.554701360141928
25345,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-12 14:22:08+00:00,"Coca-Cola Can, 12 fl oz",2.0,43.0,1.7031342400946186
26814,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-10 21:16:32+00:00,"Sprite Cans, 12 fl oz, 6 Pack",4.0,43.0,0.0
26815,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-10 21:16:32+00:00,"Fanta Orange Soda Can, 16 fl oz",2.0,43.0,0.0
26816,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-10 21:16:32+00:00,"Sprite Can, 16 fl oz",3.0,43.0,0.0
26817,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-10 21:16:32+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",4.0,43.0,0.0
26818,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-10 21:16:32+00:00,"Coca-Cola Can, 16 fl oz",2.0,43.0,0.9876543209876544
26819,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-10 21:16:32+00:00,"Coca-Cola Can, 12 fl oz",10.0,43.0,9.876543209876544
26821,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-10 21:16:32+00:00,"Diet Coke Can, 16 fl oz",3.0,43.0,0.0
27784,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,"Diet Coke Can, 12 fl oz",18.0,43.0,0.0
27785,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,"Coca-Cola Can, 16 fl oz",14.0,43.0,0.0
27786,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,JAVA MONSTER COLD BREW LATTE-KO ENG MNSTR JAVA 13.5Z 12CT 13.5 OZ Aluminum Can,3.0,43.0,3.6963696369636962
27787,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,815154024112,1.0,43.0,1.584158415841584
27788,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,Monster Zero Ultra Peachy Keen 16oz,5.0,43.0,12.673267326732672
27789,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,Monster Ultra Watermelon,3.0,43.0,4.224422442244224
27790,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,"Coca-Cola Mexico Glass Bottle, 355 mL",7.0,43.0,10.033003300330034
27791,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,815154024174,3.0,43.0,4.752475247524752
27792,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-08 20:53:36+00:00,JAVA MONSTER COLD BREW Nitro Infused Coffee13.5OZ Aluminum Can,4.0,43.0,4.224422442244224
29274,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Coca-Cola Can, 16 fl oz",7.0,43.0,4.2377869334902885
29275,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Sprite Can, 16 fl oz",7.0,43.0,15.25603296056504
29276,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",7.0,43.0,1.6951147733961154
29277,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Sprite Cans, 12 fl oz, 6 Pack",1.0,43.0,0.0
29278,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Coca-Cola Can, 12 fl oz",1.0,43.0,1.6951147733961154
29279,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Diet Coke Can, 16 fl oz",8.0,43.0,4.2377869334902885
29280,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Diet Coke Can, 12 fl oz",9.0,43.0,6.7804590935844615
29281,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-07 15:37:50+00:00,"Fanta Orange Soda Can, 16 fl oz",3.0,43.0,0.0
30512,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-05 19:05:04+00:00,"Coca-Cola Can, 12 fl oz",1.0,43.0,0.0
30513,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-05 19:05:04+00:00,"Diet Coke Can, 12 fl oz",4.0,43.0,0.0
30514,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-05 19:05:04+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",10.0,43.0,3.8138479001135073
30515,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-05 19:05:04+00:00,"Fanta Orange Soda Can, 16 fl oz",7.0,43.0,0.0
30516,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-05 19:05:04+00:00,"Coca-Cola Can, 16 fl oz",6.0,43.0,7.082860385925085
30517,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-05 19:05:04+00:00,"Sprite Can, 16 fl oz",4.0,43.0,5.448354143019296
30518,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-05 19:05:04+00:00,"Diet Coke Can, 16 fl oz",10.0,43.0,6.538024971623155
31711,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-04 20:49:54+00:00,"Diet Coke Can, 12 fl oz",5.0,43.0,0.0
31712,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-04 20:49:54+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",10.0,43.0,10.802700675168794
31713,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-04 20:49:54+00:00,"Fanta Orange Soda Can, 12 fl oz",1.0,43.0,1.0802700675168793
31714,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-04 20:49:54+00:00,"Fanta Orange Soda Can, 16 fl oz",8.0,43.0,2.1605401350337585
31715,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-04 20:49:54+00:00,"Coca-Cola Can, 16 fl oz",5.0,43.0,4.321080270067517
31716,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-10-04 20:49:54+00:00,"Coca-Cola Can, 12 fl oz",3.0,43.0,0.0
32610,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Diet Coke Can, 12 fl oz",8.0,43.0,0.0
32611,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",4.0,43.0,0.0
32612,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Sprite Can, 16 fl oz",2.0,43.0,0.40421052631578946
32613,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Fanta Orange Soda Can, 16 fl oz",5.0,43.0,0.0
32614,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Coca-Cola Can, 12 fl oz",1.0,43.0,0.20210526315789473
32615,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Diet Coke Can, 16 fl oz",9.0,43.0,0.0
32616,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Coca-Cola Can, 16 fl oz",13.0,43.0,0.20210526315789473
32617,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-29 20:52:21+00:00,"Fanta Orange Soda Can, 12 fl oz",1.0,43.0,0.20210526315789473
35354,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Coca-Cola Can, 16 fl oz",12.0,43.0,3.3217993079584778
35355,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Diet Coke Can, 16 fl oz",19.0,43.0,0.3321799307958478
35356,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Sprite Can, 16 fl oz",4.0,43.0,1.9930795847750866
35357,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Fanta Orange Soda Can, 12 fl oz",3.0,43.0,2.3252595155709344
35358,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Fanta Orange Soda Can, 16 fl oz",8.0,43.0,3.9861591695501732
35359,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Coca-Cola Zero Sugar Can, 16 fl oz",12.0,43.0,0.0
35360,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Coca-Cola Can, 12 fl oz",6.0,43.0,4.650519031141869
35361,REAM'S STORE #04,d42cdb23-7cb1-441e-b0db-b8de31f1cf05,Self Checkout 4 (deli cooler),00111d37-65cf-4ced-8bc7-1c86fad2b0a8,2022-09-26 18:22:40+00:00,"Diet Coke Can, 12 fl oz",10.0,43.0,13.287197231833911
