run_id,segment_id,product_id,posterior_mean,posterior_std,timestamp,store_id
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,c592028e-15a7-4ca3-b22d-bff1b7443f54,0.600244035942603,0.57959397169022342,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,6e0c30a8-554f-4960-9124-1eb1e4cfe72d,0.711271347264167,0.63628264452614547,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,68b8fab0-a6ea-4997-90a8-be03575e844c,0.62564546029615919,0.64695357388879571,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,5fe8d918-6505-46f5-893a-243991e86260,0.47216784791393696,0.45383329061087385,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,fab4785b-0fee-4e5c-83bd-b7e88d1e6174,0.52009201973341945,0.301020872918359,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,ba7ba9c4-89d1-4f1e-958d-f6aaf1135a54,0.87167867941727517,0.58478196083897471,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,8c2671fe-cba1-4305-9590-3f42b021926c,0.71026249665159025,0.059836698039557941,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,92f51cf1-1646-45b8-8d5f-4981e8947450,0.43461041800814509,0.047743910738798093,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,6d9d3065-4c6b-4b98-b141-89c1c3cb9fdf,0.87351100813746163,0.7277472215792975,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
ef03b6c8-f90b-440f-8426-7e9ece53ada3,0e460cb1-69a0-4b5a-8f84-9bac8469e5b1,f7658630-0eec-4bbd-aa4e-bfe74cdfe206,0.49954974368775312,0.3078160743731842,2023-04-11T19:56:15.364287,1724a8f7-c773-4545-8ec4-90a4f5bb5874
